女 メドレーリレー 100
男 メドレーリレー 100
女 個人メドレー 100
男 個人メドレー 100
女 自由形 200
男 自由形 200
女 バタフライ 25
男 バタフライ 25
女 背泳ぎ 25
男 背泳ぎ 25
女 平泳ぎ 25
男 平泳ぎ 25
女 自由形 25
男 自由形 25
女 フリーリレー 100
男 フリーリレー 100
女 バタフライ 50
男 バタフライ 50
女 背泳ぎ 50
男 背泳ぎ 50
女 平泳ぎ 50
男 平泳ぎ 50 
女 自由形 50
男 自由形 50
混 フリーリレー 100
